,content_descriptors,game_name,platforms,rating 
0,No Descriptors,NASCAR 09,"PlayStation 3, Xbox 360",E
1,No Descriptors,NASCAR 09,PlayStation 2,E
0,"Blood and Gore, Intense Violence, Sexual Content, Strong Language",The Chronicles of Riddick: Assault on Dark Athena,"Windows PC, PlayStation 3, Xbox 360",M
0,"Blood and Gore, Violence",Resident Evil Archives: Resident Evil Zero,Wii,M
0,"Crude Humor, Mild Cartoon Violence",Ice Age 2 The Meltdown Video Game,"GameCube, Windows PC, PlayStation 2, Wii, Xbox",E10plus
1,No Descriptors,Ice Age 2 The Meltdown Video Game,Nintendo DS,E
2,Mild Cartoon Violence,Ice Age 2 The Meltdown Video Game,Game Boy Advance,E
0,"Simulated Gambling, Tobacco Reference",World Series of Poker 2008: Battle for the Bracelets,Nintendo DS,T
1,"Language, Simulated Gambling, Suggestive Themes, Tobacco Reference",World Series of Poker 2008: Battle for the Bracelets,"Windows PC, PlayStation 2, PlayStation 3, PSP, Xbox 360",T
2,"Alcohol Reference, Language, Simulated Gambling",World Series of Poker: Tournament of Champions,"Windows PC, PlayStation 2, PSP, Wii, Xbox 360",T
3,"Mild Language, Simulated Gambling",World Series of Poker,"GameCube, Online, Windows PC, PlayStation 2, PSP, Xbox",E10plus
0,"Alcohol Reference, Mild Suggestive Themes, Mild Violence",Hatsune Miku: Project DIVA F 2nd ,"PlayStation 3, PS Vita",T
0,"Intense Violence, Blood and Gore, Strong Language",Game Of Thrones: Episode 6 - The Ice Dragon,"PlayStation 3, PlayStation 4, Xbox 360, Xbox One",M
1,"Blood and Gore, Intense Violence, Sexual Themes, Strong Language",Game of Thrones: a Telltale Games Series,"PlayStation 3, Xbox 360",M
2,"Blood and Gore, Intense Violence, Sexual Themes, Strong Language",Game of Thrones: a Telltale Games Series,"PlayStation 4, Xbox One",M
3,"Intense Violence, Blood and Gore, Sexual Themes, Strong Language",Game of Thrones: Episode 5 - A Nest Of Vipers,"PlayStation 3, PlayStation 4, Windows PC, Xbox 360, Xbox One",M
4,"Intense Violence, Blood, Strong Language",Game of Thrones: Episode 4 - Sons of Winter,"PlayStation 3, PlayStation 4, Windows PC, Xbox 360, Xbox One",M
5,"Intense Violence, Blood and Gore, Sexual Themes, Strong Language",Game of Thrones - Episode 3: The Sword in the Darkness,"PlayStation 3, PlayStation 4, Windows PC, Xbox 360, Xbox One",M
6,"Intense Violence, Blood and Gore, Sexual Themes, Strong Language",Game of Thrones - Episode 2: The Lost Lords,"PlayStation 3, PlayStation 4, Windows PC, Xbox 360, Xbox One",M
7,"Intense Violence, Blood and Gore, Strong Language",Game of Thrones - Episode 1,"PlayStation 3, PlayStation 4, Windows PC, Xbox 360, Xbox One",M
8,"Blood and Gore, Intense Violence, Sexual Content, Strong Language",Game of Thrones,"Windows PC, PlayStation 3, Xbox 360",M
0,Comic Mischief,Happy Feet Two,"PlayStation 3, Wii, Xbox 360",E
1,"Comic Mischief, Mild Cartoon Violence",Happy Feet Two,"Nintendo 3DS, Nintendo DS",E
2,"Comic Mischief, Mild Lyrics",Happy Feet,"GameCube, Windows PC, PlayStation 2, Wii, Xbox",E
3,Mild Lyrics,Happy Feet,Nintendo DS,E
4,Mild Lyrics,Happy Feet,Game Boy Advance,E
0,No Descriptors,Walt Disney's The Jungle Book Rhythm n' Groove,"PlayStation 2, PlayStation/PS one",E
0,No Descriptors,Triple Play 2002,"PlayStation/PS one, Xbox",E
1,No Descriptors,Triple Play 2002,"Windows PC, PlayStation 2, PlayStation/PS one",E
0,No Descriptors,Scrabble,"PlayStation 4, Xbox One",E
1,No Descriptors,Scrabble,"Macintosh, Windows PC",E
2,Language,Scrabble Tour,Windows PC,T
3,No Descriptors,Scrabble Classic,"Nintendo 3DS, Nintendo DSi",E
4,No Descriptors,Scrabble Slam!,"Nintendo 3DS, Nintendo DSi",E
5,No Descriptors,Scrabble Tools,"Nintendo 3DS, Nintendo DSi",E
6,No Descriptors,Scrabble Plus,"Macintosh, Windows PC",E
7,No Descriptors,Scrabble: Champion Edition,Windows PC,E
8,No Descriptors,Scrabble,"Nintendo DS, PSP",E
9,No Descriptors,SCRABBLE,"Macintosh, Windows PC, Web Browser",E
0,"Animated Violence, Suggestive Themes",Evil Zone,PlayStation/PS one,T
0,No Descriptors,Spy Kids Challenger,Game Boy Advance,E
0,No Descriptors,Exhibition of Speed (E.O.S.),Dreamcast,E
0,No Descriptors,Scrabble,"PlayStation 4, Xbox One",E
1,No Descriptors,Scrabble,"Macintosh, Windows PC",E
2,Language,Scrabble Tour,Windows PC,T
3,No Descriptors,Scrabble Classic,"Nintendo 3DS, Nintendo DSi",E
4,No Descriptors,Scrabble Slam!,"Nintendo 3DS, Nintendo DSi",E
5,No Descriptors,Scrabble Tools,"Nintendo 3DS, Nintendo DSi",E
6,No Descriptors,Scrabble Plus,"Macintosh, Windows PC",E
7,No Descriptors,Scrabble: Champion Edition,Windows PC,E
8,No Descriptors,Scrabble,"Nintendo DS, PSP",E
9,No Descriptors,SCRABBLE,"Macintosh, Windows PC, Web Browser",E
0,"Alcohol and Tobacco Reference, Language, Violence",Tony Hawk's Proving Ground,"PlayStation 2, Wii",T
1,"Lyrics, Mild Blood, Mild Violence",Tony Hawk's Proving Ground,Nintendo DS,E10plus
2,"Alcohol and Tobacco Reference, Language, Violence",Tony Hawk's Proving Ground,"PlayStation 3, Xbox 360",T
0,No Descriptors,Amped 2,"Online, Xbox",E
0,Animated Violence,Blaster Master-Blasting Again,PlayStation/PS one,E
0,No Descriptors,College Hoops 2k6,"PlayStation 2, Xbox 360",E
0,Alcohol Reference,Project CARS 3,"Windows PC, PlayStation 4, Xbox One, Xbox Series",E
1,Mild Language,Project CARS 2,"Windows PC, PlayStation 4, Xbox One",E
2,Cartoon Violence,Cars 3: Driven to Win,"PlayStation 4, Xbox One",E10plus
3,Cartoon Violence,Cars 3: Driven to Win,"PlayStation 3, Nintendo Switch, Wii U, Xbox 360",E10plus
4,No Descriptors,HTR+ Slot Car Simulation,PS Vita,E
5,Mild Fantasy Violence,Super Toy Cars,"PlayStation 4, Xbox One",E
6,No Descriptors,Project CARS,"Windows PC, PlayStation 4, Xbox One",E
7,Comic Mischief,Disney/Pixar Cars,PlayStation 3,E
8,Mild Fantasy Violence,Super Toy Cars,"Wii U, Windows PC",E
9,No Descriptors,Jet Car Stunts,"PlayStation 3, PS Vita, Windows PC, Xbox 360, Xbox One",E
0,"Blood, Mature Humor, Sexual Themes, Use of Drugs, Violence",Family Guy: Back to the Multiverse,"Windows PC, PlayStation 3, Xbox 360",M
0,Mild Cartoon Violence,Kung Fu Panda 2,Nintendo DS,E
1,Cartoon Violence,Kung Fu Panda 2,"PlayStation 3, Wii",E10plus
2,Cartoon Violence,Kung Fu Panda 2,Xbox 360,E10plus
0,No Descriptors,Monster Energy Supercross - The Official Videogame 4,"PlayStation 4, PlayStation 5, Xbox One, Xbox Series",E
1,"Cartoon Violence, Mild Blood, Mild Language",Super Bomberman R Online,Windows PC,E10plus
2,No Descriptors,Pile Up!,Windows PC,E
3,Mild Cartoon Violence,Super Mario 3D World + Bowser's Fury,Nintendo Switch,E
4,"Sexual Themes, Drug and Alcohol Reference, Strong Language",Super Seducer,Windows PC,M
5,No Descriptors,Monster Energy Supercross - The Official Videogame 4,"Windows PC, PlayStation 4, PlayStation 5, Stadia, Xbox One, Xbox Series",E
6,Cartoon Violence,LEGO Marvel Super Heroes,Nintendo Switch,E10plus
7,Fantasy Violence,Override 2: Super Mech League – Ultraman Deluxe Edition,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",T
8,No Descriptors,PAW Patrol Mighty Pups Save Adventure Bay,"PlayStation 4, Nintendo Switch, Xbox One, Xbox Series",E
9,"Cartoon Violence, Mild Blood",Supermarket Shriek,"PlayStation 4, Nintendo Switch",E10plus
0,"Mild Language, Mild Suggestive Themes, Violence",Birds of Steel,"PlayStation 3, Xbox 360",T
0,"Mild Cartoon Violence, Mild Suggestive Themes, Simulated Gambling",Madagascar: Escape 2 Africa,"Windows PC, PlayStation 3, Xbox 360",E10plus
1,"Cartoon Violence, Mild Suggestive Themes, Simulated Gambling",Madagascar: Escape 2 Africa ,"PlayStation 2, Wii",E
2,"Cartoon Violence, Comic Mischief",Madagascar: Escape 2 Africa,Nintendo DS,E
0,Violence,Wipeout XL,"PlayStation 3, PSP",E
1,Animated Violence,Wipeout XL,"Windows PC, PlayStation/PS one",E
0,No Descriptors,Animal Paradise Wild,Nintendo DS,E
1,No Descriptors,Animal Paradise,Nintendo DS,E
2,No Descriptors,Animal Paradise,Windows PC,E
0,Violence,The Powerpuff Girls: Chemical Xtraction,"Nintendo 64, PlayStation/PS one",E
0,Mild Violence,NHL® 08,"Windows PC, PlayStation 2",E10plus
1,Mild Violence,NHL® 08,"PlayStation 3, Xbox 360",E10plus
2,"Lyrics, Mild Violence",NHL 2K8,PlayStation 2,E10plus
3,"Lyrics, Mild Violence",NHL 2K8,"PlayStation 3, Xbox 360",E10plus
0,Mild Lyrics,Just Dance Kids 2014,Wii,E
1,Mild Lyrics,Just Dance Kids 2014,"Wii U, Xbox 360",E
2,No Descriptors,Just Dance Kids 2,"PlayStation 3, Wii, Xbox 360",E
0,"Blood, Drug Reference, Strong Language, Violence",Men of Valor,"Online, Windows PC, Xbox",M
0,Mild Violence,Bomberman Tournament,Game Boy Advance,E
0,"Blood, Violence",Medal of Honor European Assault,"GameCube, PlayStation 2, Xbox",T
0,"Animated Blood, Drug Reference, Mild Language, Mild Suggestive Themes, Violence",Spider-Man: Web of Shadows,Wii,T
1,"Animated Blood, Cartoon Violence, Mild Suggestive Themes",Spider-Man: Web of Shadows - Amazing Allies Edition,"PlayStation 2, PSP",E10plus
2,"Animated Blood, Drug Reference, Mild Language, Mild Suggestive Themes, Violence",Spider-Man: Web of Shadows,"Windows PC, PlayStation 3, Xbox 360",T
3,Mild Cartoon Violence,Spider-Man: Web of Shadows,Nintendo DS,E10plus
0,Mild Cartoon Violence,Billy Hatcher and the Giant Egg,"GameCube, Windows PC",E
0,Mild Violence,Midway's Greatest Arcade Hits,Game Boy Advance,E
1,Animated Violence,Midway's Greatest Arcade Hits.  Vol 1,Nintendo 64,E
2,Animated Violence,Midways Greatest Arcade Hits Volume 1,Dreamcast,E
0,"Fantasy Violence, Mild Blood, Suggestive Themes",FINAL FANTASY III,Windows PC,E10plus
1,"Violence, Blood, Partial Nudity",FINAL FANTASY III,PSP,T
2,"Fantasy Violence, Mild Suggestive Themes",FINAL FANTASY III,Wii,E10plus
3,"Alcohol Reference, Mild Fantasy Violence, Mild Language, Mild Suggestive Themes",FINAL FANTASY II,Mobile Phone,E10plus
4,"Mild Fantasy Violence, Mild Suggestive Themes",FINAL FANTASY II,Wii,E
5,"Fantasy Violence, Mild Language",Final Fantasy II,PSP,T
6,"Fantasy Violence, Mild Blood, Suggestive Themes",Final Fantasy III,"Mobile Phone, Nintendo DS",E10plus
0,Violence,Wipeout Fusion,PlayStation 2,E
0,"Mild Language, Suggestive Themes, Violence",Spider-Man™ : Edge of Time,"PlayStation 3, Xbox 360",T
1,"Mild Language, Mild Violence, Suggestive Themes",Spider-Man™ : Edge of Time,Nintendo 3DS,T
2,"Cartoon Violence, Suggestive Themes",Spider-Man™ : Edge of Time,Nintendo DS,E10plus
3,"Mild Language, Suggestive Themes, Violence",Spider-Man™: Edge of Time,Wii,T
0,"Blood and Gore, Language, Violence",The Outfit,Xbox 360,M
0,Simulated Gambling,Golden Nugget Casino DS,Nintendo DS,T
1,Simulated Gambling,Double Game: Texas Hold 'Em Poker/Golden Nugget Casino,Game Boy Advance,E
2,Simulated Gambling,Golden Nugget Casino,Game Boy Advance,E
0,Violence,Gretzky NHL 06,"PlayStation 2, PSP",E10plus
1,Violence,NHL 2K6,"PlayStation 2, Xbox, Xbox 360",E10plus
2,Mild Violence,NHL 06,"GameCube, Windows PC, PlayStation 2, Xbox",E10plus
3,Mild Violence,NHL 06,"GameCube, Windows PC, PlayStation 2, Xbox",E10plus
0,Simulated Gambling,Atari Anthology,"PlayStation 2, Xbox",E
0,Animated Violence,Ultimate Fighting Championship,Game Boy Color,E
1,"Animated Blood, Animated Violence",Ultimate Fighting Championship,"Dreamcast, PlayStation/PS one",T
0,"Blood, Strong Language, Suggestive Themes, Violence",NIER REPLICANT VER.1.22474487139…,"Windows PC, PlayStation 4, Xbox One, Xbox Series",M
1,"Blood, Strong Language, Violence",XIII,"Macintosh, Windows PC, PlayStation 4, Nintendo Switch, Xbox One, Xbox Series",M
2,"Fantasy Violence, Language, Partial Nudity",13 Sentinels: Aegis Rim,PlayStation 4,T
3,"Animated Blood, Fantasy Violence, Mild Language, Use of Alcohol",Trine Series 1-3,"Windows PC, PlayStation 4, Nintendo Switch, Xbox One",E10plus
4,"Blood and Gore, Intense Violence, Partial Nudity, Sexual Content, Strong Language, Use of Drugs",Friday the 13th: The Game Ultimate Slasher Edition ,Nintendo Switch,M
5,"Animated Blood, Fantasy Violence, Mild Language, Use of Alcohol",Trine Series 1-3,Nintendo Switch,E10plus
6,"Blood and Gore, Intense Violence, Partial Nudity, Sexual Content, Strong Language, Use of Drugs",Friday the 13th: The Game Ultimate Slasher Edition,"PlayStation 4, Xbox One",M
7,"Blood and Gore, Intense Violence, Strong Language, Suggestive Themes",Friday the 13th: The Game ,"PlayStation 4, Xbox One",M
8,"Intense Violence, Blood and Gore, Suggestive Themes, Strong Language",Friday the 13th: The Game,PlayStation 4,M
9,"Drug Reference, Use of Alcohol, Violence",Simulator 13 Game Collectors Pack,Windows PC,T
0,Mild Violence,MotoGP 07,PlayStation 2,E
1,Mild Lyrics,MotoGP '07,Xbox 360,E
0,"Violence, Blood, Use of Alcohol and Tobacco",ACA NEOGEO SAMURAI SHODOWN III,"PlayStation 4, Xbox One",T
1,"Violence, Blood",ACA NEOGEO SAMURAI SHODOWN II,"PlayStation 4, Xbox One",T
2,"Blood, Language, Tobacco Reference, Violence",Samurai Shodown II,Wii,T
3,"Blood, Language, Tobacco Reference, Violence",Samurai Shodown II,"Wii, Xbox 360",T
4,"Animated Blood, Animated Violence",Samurai Shodown II,Windows PC,T
5,Animated Violence,Samurai Shodown 2,Neo Geo Pocket Color,E
0,"Blood and Gore, Intense Violence",Mortal Kombat: Armageddon,"PlayStation 2, Wii, Xbox",M
1,"Blood and Gore, Intense Violence",Mortal Kombat: Armageddon,"PlayStation 2, Wii, Xbox",M
0,"Blood, Drug Reference, Language, Suggestive Themes, Violence",Don King Presents Prizefighter,Xbox 360,T
0,"Animated Blood, Animated Violence, Suggestive Themes",Hybrid Heaven,Nintendo 64,T
0,No Descriptors,Fox Sports College Hoops'99,Nintendo 64,E
0,No Descriptors,America's Greatest Game Shows: Wheel of Fortune &amp; Jeopardy!,Nintendo Switch,E
1,No Descriptors,Wheel of Fortune,Xbox One,E
2,No Descriptors,America's Greatest Game Shows: Wheel of Fortune &amp; Jeopardy! ,"PlayStation 4, Xbox One",E
3,No Descriptors,Wheel of Fortune,"PlayStation 3, Wii U, Xbox 360",E
4,No Descriptors,Wheel of Fortune,"Nintendo DS, Wii",E
5,No Descriptors,Wheel of Fortune Platinum Edition,"Macintosh, Windows PC",E
6,No Descriptors,Wheel of Fortune,PlayStation 3,E
7,No Descriptors,Wheel of Fortune Super Deluxe,"Macintosh, Windows PC",E
8,No Descriptors,Wheel of Fortune: Second Edition,Plug-and-Play,E
9,No Descriptors,Wheel of Fortune,Windows PC,E
0,No Descriptors,Wayne Gretzkys 3D Hockey 98,PlayStation/PS one,E
1,Animated Violence,Wayne Gretzky's 3-D Hockey '98,Nintendo 64,E
0,No Descriptors,NBA Courtside 2 featuring Kobe Bryant,Nintendo 64,E
0,"Cartoon Violence, Crude Humor, Mild Language, Suggestive Themes",J-STARS Victory VS+,PlayStation 4,T
1,"Cartoon Violence, Crude Humor, Mild Language, Suggestive Themes",J-STARS Victory VS+,"PlayStation 3, PS Vita",T
0,"Strong Language, Strong Lyrics, Suggestive Themes, Violence",Def Jam Vendetta,"GameCube, PlayStation 2",T
0,Cartoon Violence,Scooby Doo! Unmasked,"GameCube, PlayStation 2, Xbox",E
1,Mild Cartoon Violence,Scooby Doo! Unmasked,"Game Boy Advance, Nintendo DS",E
0,No Descriptors,Penny Racers Party: Turbo-Q Speedway,Wii,E
1,Mild Animated Violence,Penny Racers,Nintendo 64,E
0,"Crude Humor, Sexual Themes, Violence",The Sims 2 Mansion and Garden Stuff,Windows PC,T
1,"Crude Humor, Sexual Themes, Violence",The Sims 2 Apartment Life,Windows PC,T
2,Comic Mischief,The Sims 2 Apartment Pets,Nintendo DS,E
3,"Crude Humor, Sexual Themes, Violence",The Sims 2 IKEA Home Stuff,Windows PC,T
4,"Crude Humor, Sexual Themes, Violence",The Sims 2 Kitchen &amp; Bath Interior Design Stuff,Windows PC,T
5,"Crude Humor, Sexual Themes, Violence",The Sims 2 FreeTime,Windows PC,T
6,"Crude Humor, Sexual Themes, Violence",The Sims 2 H &amp; M Fashion Stuff,Windows PC,T
7,"Crude Humor, Sexual Themes, Violence",The Sims 2 Teen Style Stuff,Windows PC,T
8,"Crude Humor, Mild Violence, Suggestive Themes",The Sims 2™ Castaway,PSP,E10plus
9,"Crude Humor, Mild Violence, Suggestive Themes",The Sims™ 2 Castaway,"PlayStation 2, Wii",T
0,Gaming,Caesars Palace 2000,"Dreamcast, Windows PC, PlayStation/PS one",E
1,Gaming,Caesars Palace II,Game Boy Color,E
2,Gaming,Caesars Palace 2,PlayStation/PS one,E
0,"Blood, Drug Reference, Suggestive Themes, Violence",FINAL FANTASY TYPE-0 HD,"PlayStation 4, Xbox One",M
0,No Descriptors,Sega Sports World Series Baseball 2K3,"GameCube, PlayStation 2, Xbox",E
0,"Blood and Gore, Intense Violence, Partial Nudity, Sexual Themes, Strong Language, Use of Drugs",Hitman Absolution,"Windows PC, PlayStation 3, Xbox 360",M
0,"Blood and Gore, Drug Reference, Language, Sexual Themes, Violence",DEADBOLT,"PlayStation 4, PS Vita",T
1,"Violence, Blood and Gore, Sexual Themes, Drug Reference, Language",Deadbolt,"PlayStation 4, PS Vita",T
2,Mild Fantasy Violence,Boiling Bolt,PlayStation 4,E
3,"Cartoon Violence, Comic Mischief",Banjo-Kazooie: Nuts &amp; Bolts,Xbox One,E10plus
4,"Fantasy Violence, Mild Language",Yorbie: Payback's a Bolt,PlayStation 4,E10plus
5,Cartoon Violence,Walt Disney Pictures Bolt,Nintendo DS,E
6,Cartoon Violence,SlamBolt Scrappers,"PlayStation 3, PSP",E
7,"Cartoon Violence, Comic Mischief",Banjo-Kazooie: Nuts &amp; Bolts,Xbox 360,E10plus
8,Cartoon Violence,Walt Disney Pictures Bolt,"Windows PC, PlayStation 2, PlayStation 3, Wii, Xbox 360, Xbox One",E10plus
9,Cartoon Violence,Walt Disney Pictures Bolt: Be-Awesome Edition / DGamer,Nintendo DS,E
0,"Violence, Mild Language",Marvel Ultimate Alliance 2,"PlayStation 4, Xbox One",T
1,"Mild Language, Violence",Marvel: Ultimate Alliance 2,"PlayStation 3, Xbox 360",T
2,"Mild Language, Violence",Marvel Ultimate Alliance 2,"PlayStation 2, PSP, Wii",T
3,"Fantasy Violence, Mild Language",Marvel Ultimate Alliance 2,Nintendo DS,E10plus
0,"Alcohol Reference, Fantasy Violence, Language, Mild Suggestive Themes",The Legend of Legacy,Nintendo 3DS,E10plus
0,"Language, Mild Fantasy Violence, Mild Suggestive Themes",Disgaea 2: Dark Hero Days,"PS Vita, PSP",T
0,"Language, Suggestive Themes, Violence",Devil Kings,PlayStation 2,T
0,Mild Lyrics,Ultimate Band,Wii,E10plus
1,Mild Lyrics,Ultimate Band + DGamer,Nintendo DS,E
0,No Descriptors,NBA Jam Tournament Edition,"Nintendo Game Boy, Windows PC, PlayStation/PS one, Sega 32X, Sega Saturn",E
0,"Blood, Drug Reference, Intense Violence, Strong Language, Suggestive Themes",Far Cry Instincts Predator,Xbox 360,M
0,Mild Violence,Medabots AX: Metabee Version,Game Boy Advance,E
0,"Mild Language, Mild Suggestive Themes, Violence",X-Men™ Destiny,"PlayStation 3, Xbox 360",T
1,"Fantasy Violence, Mild Suggestive Themes",X-Men™ Destiny,Nintendo DS,E10plus
2,"Mild Language, Mild Suggestive Themes, Violence",X-Men™ Destiny,Wii,T
0,"Blood and Gore, Strong Language, Violence",Shadow Man 2,PlayStation 2,M
1,"Animated Blood and Gore, Animated Violence",Shadowman,"Dreamcast, Windows PC, PlayStation/PS one",M
0,"Blood and Gore, Intense Violence, Language",X-Men Origins: Wolverine,"Windows PC, PlayStation 3, Xbox 360",M
1,"Blood, Mild Language, Tobacco Reference, Violence",X-Men Origins: Wolverine,"PlayStation 2, Wii",T
2,"Blood, Tobacco Reference, Violence",X-Men Origins: Wolverine,PSP,T
3,"Fantasy Violence, Language",X-Men Origins: Wolverine,Nintendo DS,E10plus
0,"Blood and Gore, Intense Violence, Strong Language, Suggestive Themes",Ninja Gaiden 3: Razor's Edge,"PlayStation 3, Xbox 360",M
1,"Blood and Gore, Intense Violence, Strong Language, Suggestive Themes",Ninja Gaiden 3: Razor's Edge,Wii U,M
2,"Blood and Gore, Intense Violence, Strong Language, Suggestive Themes",Ninja Gaiden 3,"PlayStation 3, Xbox 360",M
3,Mild Violence,Ninja Gaiden III: The Ancient Ship of Doom,"Nintendo 3DS, Wii, Wii U",E
4,Animated Violence,Ninja Gaiden 3 (Trilogy),Super Nintendo,E
0,Cartoon Violence,Ben 10 Ultimate Alien: Cosmic Destruction,"PlayStation 2, PlayStation 3, PS Vita, PSP, Wii, Xbox 360",E10plus
1,Cartoon Violence,Ben 10 ULTIMATE ALIEN: Cosmic Destruction,Nintendo DS,E10plus
0,Violence,Prince of Persia: The Forgotten Sands,"Windows PC, PlayStation 3, Xbox 360",T
1,Fantasy Violence,Prince of Persia: The Forgotten Sands,"PS Vita, PSP",T
2,"Animated Blood, Violence",Prince of Persia: The Forgotten Sands,Wii,T
3,"Animated Blood, Violence",Prince of Persia: The Forgotten Sands,Wii,T
4,Mild Fantasy Violence,Prince of Persia: The Forgotten Sands,Nintendo DS,E10plus
0,"Alcohol Reference, Violence",Dynasty Warriors 6 Empires,"PlayStation 3, Xbox 360",T
1,Violence,DYNASTY WARRIORS 6,"Windows PC, PlayStation 2, PlayStation 3, Xbox 360",T
0,No Descriptors,Imagine Zookeeper,Nintendo DS,E
0,"Blood, Violence",America's Army: Rise of a Soldier,"PlayStation 2, Xbox",T
0,"Fantasy Violence, Mild Blood, Mild Language, Partial Nudity",GRANDIA II HD Remastered,Nintendo Switch,T
1,"Fantasy Violence, Mild Language, Partial Nudity",GRANDIA HD Remastered,Nintendo Switch,T
2,"Fantasy Violence, Mild Language, Partial Nudity",GRANDIA HD Remastered,"Windows PC, Nintendo Switch",T
3,"Fantasy Violence, Mild Blood, Mild Language, Partial Nudity",GRANDIA II HD Remastered,"Windows PC, Nintendo Switch",T
4,"Fantasy Violence, Mild Language, Use of Alcohol",Grandia III,PlayStation 3,T
5,"Comic Mischief, Mild Violence",Grandia,"PlayStation 3, PS Vita, PSP",E
6,"Fantasy Violence, Mild Language, Use of Alcohol",Grandia III,PlayStation 2,T
7,"Mild Language, Mild Violence",Grandia Xtreme,PlayStation 2,T
8,"Mild Animated Violence, Mild Language",Grandia 2,"Dreamcast, Windows PC, PlayStation 2",T
9,"Comic Mischief, Mild Animated Violence",Grandia,PlayStation/PS one,E
0,"Comic Mischief, Mild Suggestive Themes",TV Superstars ,PlayStation 3,E
0,"Fantasy Violence, Mild Suggestive Themes",Armored Core 4,"PlayStation 3, Xbox 360",T
0,No Descriptors,F1 2000,Game Boy Color,E
1,No Descriptors,F1 2000,PlayStation/PS one,E
2,No Descriptors,F1 2000,"Windows PC, PlayStation/PS one",E
0,No Descriptors,LITTLEST PET SHOP Country Friends,Nintendo DS,E
0,Mild Cartoon Violence,Dood's Big Adventure,Wii,E
0,"Alcohol Reference, Violence",Pirates of the Caribbean: The Legend of Jack Sparrow,"Windows PC, PlayStation 2",T
0,Mild Suggestive Themes,We Love Golf!,Wii,E10plus
0,No Descriptors,WRC - World Rally Championship,PlayStation 2,E
0,"Cartoon Violence, Crude Humor","Ed, Edd n Eddy The Mis-Edventures","GameCube, Windows PC, PlayStation 2, Xbox",E
1,Mild Cartoon Violence,"Ed, Edd n Eddy The Mis-Edventures",Game Boy Advance,E
0,No Descriptors,Cars Mater-National Championship,"PlayStation 3, Xbox 360",E
1,No Descriptors,Cars Mater-National Championship,"Macintosh, Windows PC, PlayStation 2, Wii",E
2,No Descriptors,Cars Mater-National Championship,Nintendo DS,E
3,No Descriptors,Cars Mater-National Championship,Game Boy Advance,E
0,Fantasy Violence,Harry Potter and the Order of the Phoenix,"Macintosh, Windows PC, PlayStation 2, PlayStation 3, Wii, Xbox 360",E10plus
1,Fantasy Violence,Harry Potter and the Order of the Phoenix,PSP,E10plus
2,"Comic Mischief, Fantasy Violence",Harry Potter and the Order of the Phoenix,"Game Boy Advance, Nintendo DS",E
0,"Alcohol Reference, Language, Mild Violence",Anno 2205,Windows PC,E10plus
0,"Animated Violence, Realistic Violence",Dune 2000,"Windows PC, PlayStation/PS one",T
0,No Descriptors,Jewel Master: Cradle of Rome 2,Nintendo DS,E
1,No Descriptors,Jewel Master: Cradle of Rome 2,Nintendo 3DS,E
2,No Descriptors,Cradle of Rome 2,Nintendo DS,E
3,No Descriptors,Cradle of Rome 2,Windows PC,E
4,Alcohol Reference,Cradle of Rome,Windows PC,E
5,Alcohol Reference,Jewel Master: Cradle of Rome,Wii,E
6,Alcohol Reference,Cradle of Rome,Wii,E
7,Alcohol Reference,Cradle of Rome,Nintendo DS,E
8,Alcohol Reference,Cradle of Rome,Windows PC,E
0,"Blood, Crude Humor, Mild Suggestive Themes, Violence",Monster Hunter Generations Ultimate,Nintendo Switch,T
1,"Blood, Crude Humor, Fantasy Violence, Mild Suggestive Themes",Monster Hunter Generations,Nintendo 3DS,T
0,"Cartoon Violence, Comic Mischief",Crash™ Team Racing Nitro-Fueled,"PlayStation 4, Nintendo Switch, Xbox One",E10plus
1,Mild Fantasy Violence,Jetpac Refuelled,Xbox One,E
2,Partial Nudity,Fuel Overdose,PlayStation 3,T
3,Comic Mischief,FUEL,"Windows PC, PlayStation 3, Xbox 360",E
4,"Blood, Language, Violence",Frontlines: Fuel of War,"Windows PC, PlayStation 3, Xbox 360",T
5,Mild Fantasy Violence,Jetpac Refuelled,"Xbox 360, Xbox One",E
0,Mild Violence,Hasbro Family Game Night 3,"PlayStation 3, Xbox 360",E
1,Mild Violence,Hasbro Family Game Night 3,Wii,E
0,No Descriptors,Pro Evolution Soccer 2014,PSP,E
1,No Descriptors,Pro Evolution Soccer 2014,"Windows PC, PlayStation 3, Xbox 360",E
0,Mild Violence,Jumping Flash 2,"PlayStation 3, PlayStation/PS one, PS Vita, PSP",E
0,Comic Mischief,Nickelodeon Party Blast,"GameCube, Windows PC, Xbox",E
0,Mild Suggestive Themes,SBK® Superbike World Championship ,"Windows PC, PlayStation 3, Xbox 360",E10plus
1,"Alcohol Reference, Mild Suggestive Themes",SBK: Superbike World Championship,"Windows PC, PlayStation 2, PlayStation 3, PSP, Wii, Xbox 360",E10plus
2,Mild Suggestive Themes,Hanspree Ten Kate Honda SBK Superbike World Championship,"PlayStation 2, PSP",E10plus
0,"Animated Blood, Mild Language, Violence",FINAL FANTASY XI: Chains of Promathia,"Online, Windows PC, PlayStation 2, Xbox 360",T
0,Comic Mischief,Disney's A Christmas Carol + DGamer,Nintendo DS,E
0,"Comic Mischief, Mild Violence",Butt Ugly Martians: B.K.M. Battles,Game Boy Advance,E
0,No Descriptors,Major League Baseball 2K7,Nintendo DS,E
